val_performance,val_performance_norm,val_robustness,val_ds_performance,fmow-val_performance,fmow-val_robustness,fmow-id_val-corruption1_val_performance,fmow-id_val-corruption1_val_robustness,fmow-id_val_adv_performance,val_security,val_calibration,fmow-id_val_calibration,fmow-val_calibration,fmow-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,fmow-test_performance,fmow-test_robustness,fmow-id_test-corruption1_test_performance,fmow-id_test-corruption1_test_robustness,fmow-id_test_adv_performance,test_security,test_calibration,fmow-id_test_calibration,fmow-test_calibration,fmow-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.6396484375,0.6396484375,0.8389313220977783,0.53662109375,0.6123046875,0.9572519063949585,0.4609375,0.7206106781959534,0.0,0.0,0.7861682176589966,0.8212547302246094,0.775048017501831,0.7622018456459045,0.6890664100646973,0.5907628536224365,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.6142578125,0.6142578125,0.8608903288841248,0.52880859375,0.576171875,0.9379968047142029,0.4814453125,0.7837837934494019,0.0,0.0,0.774208128452301,0.8105138540267944,0.7685330510139465,0.7435774803161621,0.6548001766204834,0.5808312892913818
