val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.81640625,0.81640625,0.8582535982131958,0.70068359375,0.6533203125,0.8002392053604126,0.748046875,0.9162679314613342,0.09848485141992569,0.12063216418027878,0.9060896635055542,0.9116297364234924,0.8950098156929016,0.9116293787956238,0.9256417751312256,0.7495360374450684,0.8856604099273682,0.603369951248169,0.7910520434379578,0.6984867453575134,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.744140625,0.744140625,0.9954068064689636,0.74658203125,0.755859375,1.0,0.7373046875,0.990813672542572,0.05303030461072922,0.07126381993293762,0.9057323336601257,0.9171357154846191,0.8829256296157837,0.9171357154846191,0.9209160804748535,0.7021797895431519,0.8740990161895752,0.5907374620437622,0.7719830870628357,0.6977053284645081
