val_performance,val_performance_norm,val_robustness,val_ds_performance,camelyon17-val_performance,camelyon17-val_robustness,camelyon17-id_val-corruption1_val_performance,camelyon17-id_val-corruption1_val_robustness,camelyon17-id_val_adv_performance,val_security,val_calibration,camelyon17-id_val_calibration,camelyon17-val_calibration,camelyon17-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,camelyon17-test_performance,camelyon17-test_robustness,camelyon17-id_test-corruption1_test_performance,camelyon17-id_test-corruption1_test_robustness,camelyon17-id_test_adv_performance,test_security,test_calibration,camelyon17-id_test_calibration,camelyon17-test_calibration,camelyon17-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.958984375,0.86328125,0.9251527786254883,0.88720703125,0.896484375,0.9348269104957581,0.8779296875,0.9154785871505737,0.5791015625,0.6038696765899658,0.9024860858917236,0.899689793586731,0.9080785512924194,0.8996898531913757,0.7857755422592163,0.7859225273132324,0.7858180999755859,0.8474971055984497,0.8012533187866211,0.8192086219787598,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.955078125,0.8502604365348816,0.796012282371521,0.76025390625,0.677734375,0.7096114754676819,0.8427734375,0.8824130892753601,0.5458984375,0.5715746283531189,0.6964352130889893,0.8240836262702942,0.44113844633102417,0.8240835666656494,0.7870314121246338,0.7872071266174316,0.7870810031890869,0.8569628000259399,0.8045705556869507,0.7437705993652344
