val_performance,val_performance_norm,val_robustness,val_ds_performance,rxrx1-val_performance,rxrx1-val_robustness,rxrx1-id_val-corruption1_val_performance,rxrx1-id_val-corruption1_val_robustness,rxrx1-id_val_adv_performance,val_security,val_calibration,rxrx1-id_val_calibration,rxrx1-val_calibration,rxrx1-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,rxrx1-test_performance,rxrx1-test_robustness,rxrx1-id_test-corruption1_test_performance,rxrx1-id_test-corruption1_test_robustness,rxrx1-id_test_adv_performance,test_security,test_calibration,rxrx1-id_test_calibration,rxrx1-test_calibration,rxrx1-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.330078125,0.330078125,0.3668639063835144,0.12109375,0.1953125,0.5917159914970398,0.046875,0.1420118361711502,-1.0,-3.029585838317871,0.6118696928024292,0.862526535987854,0.7379275560379028,0.2351551055908203,0.5897201299667358,0.47463297843933105,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.3505859375,0.3505859375,0.48328691720962524,0.16943359375,0.259765625,0.7409470677375793,0.0791015625,0.22562673687934875,-1.0,-2.852367639541626,0.6612616777420044,0.8985653519630432,0.7314537763595581,0.35376596450805664,0.5976991653442383,0.5232084393501282
