val_performance,val_performance_norm,val_robustness,val_ds_performance,camelyon17-val_performance,camelyon17-val_robustness,camelyon17-id_val-corruption1_val_performance,camelyon17-id_val-corruption1_val_robustness,camelyon17-id_val_adv_performance,val_security,val_calibration,camelyon17-id_val_calibration,camelyon17-val_calibration,camelyon17-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,camelyon17-test_performance,camelyon17-test_robustness,camelyon17-id_test-corruption1_test_performance,camelyon17-id_test-corruption1_test_robustness,camelyon17-id_test_adv_performance,test_security,test_calibration,camelyon17-id_test_calibration,camelyon17-test_calibration,camelyon17-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.974609375,0.9153645634651184,0.9358717203140259,0.912109375,0.9306640625,0.9549098014831543,0.8935546875,0.9168336391448975,-1.0,-1.0260521173477173,0.9460222721099854,0.9783176183700562,0.9631679654121399,0.89658123254776,0.8980305194854736,0.923822283744812,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.98046875,0.9348958134651184,0.8715139627456665,0.8544921875,0.8291015625,0.8456175327301025,0.8798828125,0.8974103331565857,-1.0,-1.0199203491210938,0.8857788443565369,0.9694005846977234,0.8104493618011475,0.8774866461753845,0.8938155174255371,0.8965010643005371
