val_performance,val_performance_norm,val_robustness,val_ds_performance,rxrx1-val_performance,rxrx1-val_robustness,rxrx1-id_val-corruption1_val_performance,rxrx1-id_val-corruption1_val_robustness,rxrx1-id_val_adv_performance,val_security,val_calibration,rxrx1-id_val_calibration,rxrx1-val_calibration,rxrx1-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,rxrx1-test_performance,rxrx1-test_robustness,rxrx1-id_test-corruption1_test_performance,rxrx1-id_test-corruption1_test_robustness,rxrx1-id_test_adv_performance,test_security,test_calibration,rxrx1-id_test_calibration,rxrx1-test_calibration,rxrx1-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.091796875,0.091796875,0.28723403811454773,0.0263671875,0.0439453125,0.478723406791687,0.0087890625,0.09574468433856964,0.0,0.0,0.6008768677711487,0.7767207622528076,0.7976160049438477,0.228293776512146,0.6372097730636597,0.32342350482940674,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.08984375,0.08984375,0.554347813129425,0.0498046875,0.072265625,0.804347813129425,0.02734375,0.30434781312942505,0.0,0.0,0.6352475881576538,0.7603135108947754,0.7213491201400757,0.4240800738334656,0.645843505859375,0.3850565254688263
