val_performance,val_performance_norm,val_robustness,val_ds_performance,rxrx1-val_performance,rxrx1-val_robustness,rxrx1-id_val-corruption1_val_performance,rxrx1-id_val-corruption1_val_robustness,rxrx1-id_val_adv_performance,val_security,val_calibration,rxrx1-id_val_calibration,rxrx1-val_calibration,rxrx1-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,rxrx1-test_performance,rxrx1-test_robustness,rxrx1-id_test-corruption1_test_performance,rxrx1-id_test-corruption1_test_robustness,rxrx1-id_test_adv_performance,test_security,test_calibration,rxrx1-id_test_calibration,rxrx1-test_calibration,rxrx1-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.064453125,0.064453125,0.4318181872367859,0.02783203125,0.0341796875,0.5303030014038086,0.021484375,0.3333333432674408,0.0,0.0,0.8598315119743347,0.8305692672729492,0.9183559417724609,0.8305692672729492,0.7527532577514648,0.7671787738800049,0.7649631500244141,0.6360645294189453,0.7302399277687073,0.4172685444355011,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.0693359375,0.0693359375,0.7042253613471985,0.048828125,0.064453125,0.9295774698257446,0.033203125,0.47887325286865234,0.0,0.0,0.9160592555999756,0.8908043503761292,0.9665690660476685,0.8908043503761292,0.7537810802459717,0.7572418451309204,0.7586860656738281,0.6510125398635864,0.7301803827285767,0.48396018147468567
