val_performance,val_performance_norm,val_robustness,val_ds_performance,rxrx1-val_performance,rxrx1-val_robustness,rxrx1-id_val-corruption1_val_performance,rxrx1-id_val-corruption1_val_robustness,rxrx1-id_val_adv_performance,val_security,val_calibration,rxrx1-id_val_calibration,rxrx1-val_calibration,rxrx1-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,rxrx1-test_performance,rxrx1-test_robustness,rxrx1-id_test-corruption1_test_performance,rxrx1-id_test-corruption1_test_robustness,rxrx1-id_test_adv_performance,test_security,test_calibration,rxrx1-id_test_calibration,rxrx1-test_calibration,rxrx1-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.302734375,0.302734375,0.3629032373428345,0.10986328125,0.1708984375,0.5645161271095276,0.048828125,0.16129031777381897,-1.0,-3.3032257556915283,0.2670193314552307,0.5321338176727295,0.3380167484283447,-0.06909263134002686,0.8354461193084717,0.442025750875473,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.3330078125,0.3330078125,0.5322580933570862,0.17724609375,0.271484375,0.8152492642402649,0.0830078125,0.2492668628692627,-1.0,-3.002932548522949,0.3081609010696411,0.5575836300849915,0.41971713304519653,-0.05281805992126465,0.8239293098449707,0.4993390142917633
