val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.806640625,0.806640625,0.7245762944221497,0.58447265625,0.609375,0.7554479241371155,0.5595703125,0.6937046051025391,0.0,0.0,0.9006187915802002,0.8921206593513489,0.9176150560379028,0.8921206593513489,0.7154765129089355,0.7868280410766602,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.7451171875,0.7451171875,0.8617300391197205,0.64501953125,0.7509765625,1.0,0.5390625,0.7234600186347961,0.0,0.0,0.8681874871253967,0.8547377586364746,0.895086944103241,0.8547377586364746,0.7196632623672485,0.798674464225769
