val_performance,val_performance_norm,val_robustness,val_ds_performance,camelyon17-val_performance,camelyon17-val_robustness,camelyon17-id_val-corruption1_val_performance,camelyon17-id_val-corruption1_val_robustness,camelyon17-id_val_adv_performance,val_security,val_calibration,camelyon17-id_val_calibration,camelyon17-val_calibration,camelyon17-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,camelyon17-test_performance,camelyon17-test_robustness,camelyon17-id_test-corruption1_test_performance,camelyon17-id_test-corruption1_test_robustness,camelyon17-id_test_adv_performance,test_security,test_calibration,camelyon17-id_test_calibration,camelyon17-test_calibration,camelyon17-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.9892578125,0.9641926884651184,0.9516288042068481,0.94140625,0.92578125,0.9358341693878174,0.95703125,0.9674234986305237,0.578125,0.5844027400016785,0.9543826580047607,0.9888281226158142,0.9074296951293945,0.966890275478363,0.9284201860427856,0.9282225370407104,0.9283573627471924,0.8899110555648804,0.9187277555465698,0.8746669292449951,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.986328125,0.9544270634651184,0.946039617061615,0.93310546875,0.890625,0.9029703140258789,0.9755859375,0.9891089200973511,0.6796875,0.6891089081764221,0.9382718205451965,0.9821184873580933,0.8526991605758667,0.9799978733062744,0.9383816719055176,0.938213586807251,0.9383630752563477,0.8937351703643799,0.927173376083374,0.8910041451454163
