val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.6259765625,0.6259765625,0.7503899931907654,0.4697265625,0.369140625,0.5897035598754883,0.5703125,0.9110764265060425,0.3712121248245239,0.593012809753418,0.8153794407844543,0.796673595905304,0.8874829411506653,0.7619818449020386,0.7464983463287354,0.7510499954223633,0.7872881889343262,0.7518582344055176,0.7591736912727356,0.7087864875793457,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.49609375,0.49609375,0.8838582634925842,0.4853515625,0.58984375,1.0,0.380859375,0.7677165269851685,0.21969696879386902,0.442853718996048,0.7245538234710693,0.8852565288543701,0.7726898193359375,0.5157151818275452,0.7059974670410156,0.8308641910552979,0.7690467834472656,0.8271979093551636,0.7832765579223633,0.6661272644996643
