val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.841796875,0.841796875,0.8230858445167542,0.69287109375,0.6611328125,0.7853828072547913,0.724609375,0.860788881778717,0.0,0.0,0.9259312748908997,0.9452093243598938,0.8873752355575562,0.9452093243598938,0.7499599456787109,0.8351935148239136,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.7734375,0.7734375,0.9078282713890076,0.7021484375,0.69921875,0.9040403962135315,0.705078125,0.9116161465644836,0.0,0.0,0.9080526828765869,0.9198952913284302,0.8843675255775452,0.9198952913284302,0.6435821056365967,0.808225154876709
