val_performance,val_performance_norm,val_robustness,val_ds_performance,rxrx1-val_performance,rxrx1-val_robustness,rxrx1-id_val-corruption1_val_performance,rxrx1-id_val-corruption1_val_robustness,rxrx1-id_val_adv_performance,val_security,val_calibration,rxrx1-id_val_calibration,rxrx1-val_calibration,rxrx1-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step
0.4169921875,0.4169921875,0.3348946273326874,0.1396484375,0.2275390625,0.5456674695014954,0.0517578125,0.1241217777132988,0.0,0.0,0.7340203523635864,0.9189149141311646,0.813744843006134,0.4694012403488159,0.6762212514877319,0.6557481288909912,0.6426483392715454,0.5994210243225098,0.6435096859931946,0.42588335275650024,0,0
