val_performance,val_performance_norm,val_robustness,val_ds_performance,rxrx1-val_performance,rxrx1-val_robustness,rxrx1-id_val-corruption1_val_performance,rxrx1-id_val-corruption1_val_robustness,rxrx1-id_val_adv_performance,val_security,val_calibration,rxrx1-id_val_calibration,rxrx1-val_calibration,rxrx1-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,rxrx1-test_performance,rxrx1-test_robustness,rxrx1-id_test-corruption1_test_performance,rxrx1-id_test-corruption1_test_robustness,rxrx1-id_test_adv_performance,test_security,test_calibration,rxrx1-id_test_calibration,rxrx1-test_calibration,rxrx1-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.0126953125,0.0126953125,0.4615384638309479,0.005859375,0.005859375,0.4615384638309479,0.005859375,0.4615384638309479,0.0,0.0,-0.34915271401405334,-0.3511025905609131,-0.34525299072265625,-0.3511025905609131,0.9885399341583252,0.6426308155059814,0.985654354095459,0.6534066200256348,0.8175579309463501,0.18852779269218445,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.009765625,0.009765625,0.550000011920929,0.00537109375,0.0078125,0.800000011920929,0.0029296875,0.30000001192092896,0.0,0.0,-0.32086166739463806,-0.297576904296875,-0.3674311637878418,-0.297576904296875,0.990471601486206,0.6485539674758911,0.9876458644866943,0.622054934501648,0.8121815919876099,0.21021711826324463
