val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.8515625,0.8515625,0.8497706651687622,0.7236328125,0.6640625,0.7798165082931519,0.783203125,0.9197247624397278,0.0555555559694767,0.0652395486831665,0.9019427299499512,0.916670024394989,0.8963979482650757,0.8927602767944336,0.7454655170440674,0.540824294090271,0.7256795167922974,0.5330263376235962,0.6362489461898804,0.6609528660774231,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.78515625,0.78515625,0.9216417670249939,0.73291015625,0.8037109375,1.0,0.662109375,0.8432835936546326,0.0763888880610466,0.09729132056236267,0.9310793876647949,0.9330285787582397,0.9318952560424805,0.9283143877983093,0.7369084358215332,0.542804479598999,0.709007740020752,0.5930802822113037,0.645450234413147,0.6761237978935242
