val_performance,val_performance_norm,val_robustness,val_ds_performance,fmow-val_performance,fmow-val_robustness,fmow-id_val-corruption1_val_performance,fmow-id_val-corruption1_val_robustness,fmow-id_val_adv_performance,val_security,val_calibration,fmow-id_val_calibration,fmow-val_calibration,fmow-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,fmow-test_performance,fmow-test_robustness,fmow-id_test-corruption1_test_performance,fmow-id_test-corruption1_test_robustness,fmow-id_test_adv_performance,test_security,test_calibration,fmow-id_test_calibration,fmow-test_calibration,fmow-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.66796875,0.66796875,0.875,0.5849609375,0.6689453125,1.0,0.5009765625,0.75,-1.0,-1.4970760345458984,0.7102136015892029,0.7935276031494141,0.7876535058021545,0.5494597554206848,0.7036083936691284,0.7391976714134216,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.6357421875,0.6357421875,0.8364055156707764,0.53173828125,0.5517578125,0.8678955435752869,0.51171875,0.8049154877662659,-1.0,-1.5729646682739258,0.6574195623397827,0.7510737180709839,0.6544893980026245,0.5666956305503845,0.7118360996246338,0.7103508710861206
