val_performance,val_performance_norm,val_robustness,val_ds_performance,fmow-val_performance,fmow-val_robustness,fmow-id_val-corruption1_val_performance,fmow-id_val-corruption1_val_robustness,fmow-id_val_adv_performance,val_security,val_calibration,fmow-id_val_calibration,fmow-val_calibration,fmow-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,fmow-test_performance,fmow-test_robustness,fmow-id_test-corruption1_test_performance,fmow-id_test-corruption1_test_robustness,fmow-id_test_adv_performance,test_security,test_calibration,fmow-id_test_calibration,fmow-test_calibration,fmow-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.654296875,0.654296875,0.8902984857559204,0.58935546875,0.66796875,1.0,0.5107421875,0.7805970311164856,-1.0,-1.5283582210540771,0.7852851748466492,0.779721736907959,0.8292829990386963,0.7468507885932922,0.8278980255126953,0.789444625377655,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.6552734375,0.6552734375,0.8703427910804749,0.5703125,0.595703125,0.9090909361839294,0.544921875,0.8315946459770203,-1.0,-1.5260804891586304,0.7654329538345337,0.7810969352722168,0.7497962117195129,0.7654056549072266,0.8367178440093994,0.7819417715072632
