val_performance,val_performance_norm,val_robustness,val_ds_performance,camelyon17-val_performance,camelyon17-val_robustness,camelyon17-id_val-corruption1_val_performance,camelyon17-id_val-corruption1_val_robustness,camelyon17-id_val_adv_performance,val_security,val_calibration,camelyon17-id_val_calibration,camelyon17-val_calibration,camelyon17-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,camelyon17-test_performance,camelyon17-test_robustness,camelyon17-id_test-corruption1_test_performance,camelyon17-id_test-corruption1_test_robustness,camelyon17-id_test_adv_performance,test_security,test_calibration,camelyon17-id_test_calibration,camelyon17-test_calibration,camelyon17-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.98046875,0.9348958134651184,0.9437251091003418,0.92529296875,0.9365234375,0.9551792740821838,0.9140625,0.9322709441184998,-1.0,-1.0199203491210938,0.955412745475769,0.9738602042198181,0.9575550556182861,0.9348229765892029,0.9708447456359863,0.9512196183204651,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.9794921875,0.931640625,0.918245255947113,0.8994140625,0.9033203125,0.9222332835197449,0.8955078125,0.9142572283744812,-1.0,-1.020937204360962,0.9483678340911865,0.9674752950668335,0.951545000076294,0.9260832071304321,0.9767470359802246,0.9437502026557922
