val_performance,val_performance_norm,val_robustness,val_ds_performance,fmow-val_performance,fmow-val_robustness,fmow-id_val-corruption1_val_performance,fmow-id_val-corruption1_val_robustness,fmow-id_val_adv_performance,val_security,val_calibration,fmow-id_val_calibration,fmow-val_calibration,fmow-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,fmow-test_performance,fmow-test_robustness,fmow-id_test-corruption1_test_performance,fmow-id_test-corruption1_test_robustness,fmow-id_test_adv_performance,test_security,test_calibration,fmow-id_test_calibration,fmow-test_calibration,fmow-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.34375,0.34375,0.8678977489471436,0.29833984375,0.3271484375,0.9517045617103577,0.26953125,0.7840909361839294,0.0625,0.1818181872367859,0.8815838694572449,0.8350014686584473,0.8702410459518433,0.9395090341567993,0.543891429901123,0.5499820709228516,0.5571317672729492,0.5059729814529419,0.539244532585144,0.5628588795661926,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.2861328125,0.2861328125,0.8191125988960266,0.234375,0.23828125,0.8327645063400269,0.23046875,0.8054607510566711,0.109375,0.38225257396698,0.9317129254341125,0.8970264196395874,0.9553254842758179,0.9427868723869324,0.566162109375,0.5745056867599487,0.5835446119308472,0.5386022329330444,0.5657036304473877,0.5969828963279724
