val_performance,val_performance_norm,val_robustness,val_ds_performance,rxrx1-val_performance,rxrx1-val_robustness,rxrx1-id_val-corruption1_val_performance,rxrx1-id_val-corruption1_val_robustness,rxrx1-id_val_adv_performance,val_security,val_calibration,rxrx1-id_val_calibration,rxrx1-val_calibration,rxrx1-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,rxrx1-test_performance,rxrx1-test_robustness,rxrx1-id_test-corruption1_test_performance,rxrx1-id_test-corruption1_test_robustness,rxrx1-id_test_adv_performance,test_security,test_calibration,rxrx1-id_test_calibration,rxrx1-test_calibration,rxrx1-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.33203125,0.33203125,0.3499999940395355,0.1162109375,0.1904296875,0.5735294222831726,0.0419921875,0.12647059559822083,0.0,0.0,0.13795964419841766,0.01878756284713745,0.3763037919998169,0.01878756284713745,0.7457778453826904,0.5370714664459229,0.7364411354064941,0.58295738697052,0.6505619287490845,0.29411056637763977,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.3310546875,0.3310546875,0.5752212405204773,0.1904296875,0.2880859375,0.8702064752578735,0.0927734375,0.28023597598075867,0.0,0.0,0.26016467809677124,0.15911710262298584,0.46225982904434204,0.15911710262298584,0.7326183319091797,0.5424821376800537,0.7259101867675781,0.587333083152771,0.6470859050750732,0.3627053201198578
