val_performance,val_performance_norm,val_robustness,val_ds_performance,rxrx1-val_performance,rxrx1-val_robustness,rxrx1-id_val-corruption1_val_performance,rxrx1-id_val-corruption1_val_robustness,rxrx1-id_val_adv_performance,val_security,val_calibration,rxrx1-id_val_calibration,rxrx1-val_calibration,rxrx1-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,rxrx1-test_performance,rxrx1-test_robustness,rxrx1-id_test-corruption1_test_performance,rxrx1-id_test-corruption1_test_robustness,rxrx1-id_test_adv_performance,test_security,test_calibration,rxrx1-id_test_calibration,rxrx1-test_calibration,rxrx1-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.0107421875,0.0107421875,0.6363636255264282,0.0068359375,0.009765625,0.9090909361839294,0.00390625,0.3636363744735718,0.0,0.0,0.6781191825866699,0.6277715563774109,0.7788145542144775,0.6277715563774109,0.9970958232879639,0.8247809410095215,0.9949760437011719,0.7844356298446655,0.9003220796585083,0.44510942697525024,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.0107421875,0.0107421875,0.6818181872367859,0.00927734375,0.0146484375,1.0,0.00390625,0.3636363744735718,0.0,0.0,0.7390445470809937,0.6867088079452515,0.8437160849571228,0.6867088079452515,0.9952793121337891,0.8445903062820435,0.9918332099914551,0.7797515392303467,0.902863621711731,0.4668937027454376
