val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step
0.802734375,0.802734375,0.8321167826652527,0.66796875,0.6015625,0.7493917346000671,0.734375,0.9148418307304382,0.21212121844291687,0.2642483413219452,0.9008031487464905,0.8928796052932739,0.9166502356529236,0.8928796052932739,0.8722426891326904,0.8061561584472656,0.843453049659729,0.5029489994049072,0.7562001943588257,0.7112205624580383,0,0
