val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.84765625,0.84765625,0.8346773982048035,0.70751953125,0.685546875,0.8087557554244995,0.7294921875,0.8605991005897522,-1.0,-1.1797235012054443,0.8690891265869141,0.9231981039047241,0.9118178486824036,0.7722513675689697,0.6839368343353271,0.8088399171829224,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.74609375,0.74609375,0.9168848395347595,0.68408203125,0.716796875,0.9607329964637756,0.6513671875,0.8730366230010986,-1.0,-1.3403141498565674,0.8328249454498291,0.8468468189239502,0.9172284603118896,0.7343994975090027,0.6144461631774902,0.7775624394416809
