val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.861328125,0.861328125,0.8027210831642151,0.69140625,0.6669921875,0.774376392364502,0.7158203125,0.8310657739639282,-1.0,-1.160997748374939,0.8582381010055542,0.9139196872711182,0.8725377321243286,0.7882568836212158,0.694237232208252,0.8041311502456665,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.779296875,0.779296875,0.9104009866714478,0.70947265625,0.7548828125,0.9686716794967651,0.6640625,0.8521303534507751,-1.0,-1.2832080125808716,0.844144880771637,0.8413127660751343,0.9223147630691528,0.768807053565979,0.6041038036346436,0.7844866514205933
