val_performance,val_performance_norm,val_robustness,val_ds_performance,camelyon17-val_performance,camelyon17-val_robustness,camelyon17-id_val-corruption1_val_performance,camelyon17-id_val-corruption1_val_robustness,camelyon17-id_val_adv_performance,val_security,val_calibration,camelyon17-id_val_calibration,camelyon17-val_calibration,camelyon17-id_val-corruption1_val_calibration,val_ood_detection_EnergyBased,val_ood_detection_MaxSoftmax,val_ood_detection_MaxLogit,val_ood_detection_ODIN,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,camelyon17-test_performance,camelyon17-test_robustness,camelyon17-id_test-corruption1_test_performance,camelyon17-id_test-corruption1_test_robustness,camelyon17-id_test_adv_performance,test_security,test_calibration,camelyon17-id_test_calibration,camelyon17-test_calibration,camelyon17-id_test-corruption1_test_calibration,test_ood_detection_EnergyBased,test_ood_detection_MaxSoftmax,test_ood_detection_MaxLogit,test_ood_detection_ODIN,test_ood_detection,test_hre_score
0.84765625,0.4921875,0.9130184054374695,0.77587890625,0.8515625,1.0,0.7001953125,0.8260368704795837,0.57421875,0.6774193644523621,0.7151362299919128,0.6299007534980774,0.8856073021888733,0.6299006938934326,0.6621544361114502,0.6623963117599487,0.6621613502502441,0.5965217351913452,0.6458084583282471,0.6887140274047852,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,0.837890625,0.4596354067325592,0.8205128312110901,0.6875,0.64453125,0.7692307829856873,0.73046875,0.8717948794364929,0.5341796875,0.6375291347503662,0.674919068813324,0.7163762450218201,0.5920052528381348,0.7163755893707275,0.6788301467895508,0.6791338920593262,0.6788402795791626,0.5939809083938599,0.6576963067054749,0.6500585675239563
