val_performance,val_performance_norm,val_robustness,val_ds_performance,camelyon17-val_performance,camelyon17-val_robustness,camelyon17-id_val-corruption1_val_performance,camelyon17-id_val-corruption1_val_robustness,camelyon17-id_val_adv_performance,val_security,val_calibration,camelyon17-id_val_calibration,camelyon17-val_calibration,camelyon17-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,camelyon17-test_performance,camelyon17-test_robustness,camelyon17-id_test-corruption1_test_performance,camelyon17-id_test-corruption1_test_robustness,camelyon17-id_test_adv_performance,test_security,test_calibration,camelyon17-id_test_calibration,camelyon17-test_calibration,camelyon17-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.9873046875,0.9576823115348816,0.9174085259437561,0.90576171875,0.92578125,0.937685489654541,0.8857421875,0.8971315622329712,-1.0,-1.012858510017395,0.9348577857017517,0.9528906345367432,0.9813522100448608,0.8703304529190063,0.9580080509185791,0.9419891834259033,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.9794921875,0.931640625,0.9356929063796997,0.91650390625,0.9208984375,0.9401794672012329,0.912109375,0.9312064051628113,-1.0,-1.020937204360962,0.9137575030326843,0.9624106287956238,0.8992318511009216,0.8796300292015076,0.9533445835113525,0.933608889579773
