val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.8671875,0.8671875,0.8136261105537415,0.70556640625,0.681640625,0.7860360145568848,0.7294921875,0.8412162065505981,-1.0,-1.1531531810760498,0.7882711887359619,0.8737838864326477,0.8107424378395081,0.6802871823310852,0.7462873458862305,0.8038430213928223,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.7978515625,0.7978515625,0.90514075756073,0.72216796875,0.75390625,0.9449204206466675,0.6904296875,0.8653610944747925,-1.0,-1.2533659934997559,0.7922523617744446,0.8066612482070923,0.8942519426345825,0.6758439540863037,0.6507258415222168,0.786492645740509
