val_performance,val_performance_norm,val_robustness,val_ds_performance,iwildcam-val_performance,iwildcam-val_robustness,iwildcam-id_val-corruption1_val_performance,iwildcam-id_val-corruption1_val_robustness,iwildcam-id_val_adv_performance,val_security,val_calibration,iwildcam-id_val_calibration,iwildcam-val_calibration,iwildcam-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,iwildcam-test_performance,iwildcam-test_robustness,iwildcam-id_test-corruption1_test_performance,iwildcam-id_test-corruption1_test_robustness,iwildcam-id_test_adv_performance,test_security,test_calibration,iwildcam-id_test_calibration,iwildcam-test_calibration,iwildcam-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.85546875,0.85546875,0.8384703397750854,0.71728515625,0.71875,0.8401826620101929,0.7158203125,0.836758017539978,-1.0,-1.1689497232437134,0.7815923094749451,0.8565959334373474,0.8026479482650757,0.6855331063270569,0.5547960996627808,0.757581889629364,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.796875,0.796875,0.9037989974021912,0.72021484375,0.759765625,0.9534313678741455,0.6806640625,0.8541666865348816,-1.0,-1.2549020051956177,0.7777540683746338,0.7889609932899475,0.8652145266532898,0.6790866851806641,0.5591964721679688,0.7594061493873596
