val_performance,val_performance_norm,val_robustness,val_ds_performance,fmow-val_performance,fmow-val_robustness,fmow-id_val-corruption1_val_performance,fmow-id_val-corruption1_val_robustness,fmow-id_val_adv_performance,val_security,val_calibration,fmow-id_val_calibration,fmow-val_calibration,fmow-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,fmow-test_performance,fmow-test_robustness,fmow-id_test-corruption1_test_performance,fmow-id_test-corruption1_test_robustness,fmow-id_test_adv_performance,test_security,test_calibration,fmow-id_test_calibration,fmow-test_calibration,fmow-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.6298828125,0.6298828125,0.8558139801025391,0.5390625,0.6083984375,0.9658914804458618,0.4697265625,0.7457364201545715,0.0,0.0,0.600277304649353,0.6349506378173828,0.6159833669662476,0.5498979687690735,0.605431079864502,0.5382810235023499,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.611328125,0.611328125,0.8210862874984741,0.501953125,0.52734375,0.8626198172569275,0.4765625,0.779552698135376,0.0,0.0,0.5462110042572021,0.5951904058456421,0.525043249130249,0.5183993577957153,0.6113715171813965,0.5179994106292725
