val_performance,val_performance_norm,val_robustness,val_ds_performance,camelyon17-val_performance,camelyon17-val_robustness,camelyon17-id_val-corruption1_val_performance,camelyon17-id_val-corruption1_val_robustness,camelyon17-id_val_adv_performance,val_security,val_calibration,camelyon17-id_val_calibration,camelyon17-val_calibration,camelyon17-id_val-corruption1_val_calibration,val_ood_detection,val_hre_score,epoch,step,test_performance,test_performance_norm,test_robustness,test_ds_performance,camelyon17-test_performance,camelyon17-test_robustness,camelyon17-id_test-corruption1_test_performance,camelyon17-id_test-corruption1_test_robustness,camelyon17-id_test_adv_performance,test_security,test_calibration,camelyon17-id_test_calibration,camelyon17-test_calibration,camelyon17-id_test-corruption1_test_calibration,test_ood_detection,test_hre_score
0.9833984375,0.9446614384651184,0.9141013026237488,0.89892578125,0.9248046875,0.9404170513153076,0.873046875,0.8877854943275452,-1.0,-1.0168818235397339,0.9551099538803101,0.9651352167129517,0.9629324078559875,0.9372621178627014,0.8670470714569092,0.9202299118041992,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,0,0.9765625,0.921875,0.8939999938011169,0.873046875,0.8984375,0.9200000166893005,0.84765625,0.8679999709129333,-1.0,-1.0240000486373901,0.9437131881713867,0.9760543704032898,0.9468708634376526,0.9082143306732178,0.8741605281829834,0.908437192440033
